brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
camino,1,1,0,0,1,0.0,61.75
campinggaz,267,267,0,0,207,0.0,257.38
camptown,471,471,0,0,380,0.0,365.41
camshel,933,920,10,3,609,177.60000000000002,59.2
camso,3,3,0,0,2,0.0,644.55
can-am,39796,39415,294,87,26080,11695.42,230.58145592629253
canam,193,193,0,0,182,0.0,307.4195138888889
candide,2163,2138,18,7,1530,63.07,39.95027059388754
candy,111303,106823,3301,1179,47123,354011.12,336.3977327571117
candylocks,148,148,0,0,109,0.0,36.623535714285715
cannondale,5275,5221,43,11,2505,9189.15,938.0597922761424
canon,281283,269465,8426,3392,99546,1661126.44,631.5206432445401
canton,313,312,1,0,254,0.0,576.0747205387205
cantra,147324,144658,1869,797,77659,66409.34999999999,82.88380087359728
canwood,1185,1123,49,13,631,653.79,48.949174733696886
canyon,107051,102104,3618,1329,55216,63402.83,45.48073547175481
capanni,6,6,0,0,5,0.0,570.06
capcom,4975,4729,179,67,3052,3581.7000000000003,51.49355201217032
capdase,44,44,0,0,37,0.0,1.8451304347826087
capella,532,529,2,1,270,218.8,218.80000000000004
capline,325,320,5,0,179,0.0,30.703023020987846
caprice,15628,15498,94,36,10168,2637.66,73.37956356590641
carahardwood,1479,1472,7,0,716,0.0,314.4135717637805
caramelia,47915,46760,821,334,22891,11720.45,35.58764442357337
caravanmusic,2540,2321,169,50,1050,4504.5,90.09
caraya,516,505,8,3,295,334.63,116.66286582760557
carcam,836,826,8,2,370,519.49,256.6830529485135
cardrox,316,308,7,1,226,299.98,296.5822857142857
carfashion,201259,196641,3381,1237,71255,87435.33,69.23691057237744
carhome,7611,6983,488,140,3780,2378.6,16.99
carino,2,2,0,0,2,0.0,133.31
carlsbad,22237,22065,151,21,12959,5670.52,269.1673293034473
carlsbro,70,70,0,0,54,0.0,693.6452631578948
carmani,687,682,4,1,490,25.02,22.729479568889378
carmex,565,514,38,13,283,43.55,3.3571657433056328
carpet,463,455,6,2,332,24.02,8.70098233130148
carpisa,1306,1299,5,2,704,92.61,76.23533608757361
carrera,655,651,3,1,465,254.58,239.490177585527
cars,455,452,3,0,333,0.0,38.74992324240302
carters,23466,23219,175,72,11140,2087.68,27.253580784669914
cartier,15829,15544,216,69,8530,12277.15,1222.2430659417626
carver,11981,11678,222,81,6151,12133.66,158.0182195533087
carwel,6409,6112,237,60,4606,12230.29,205.93881212469478
casaconforte,87,86,1,0,68,0.0,18.78860090702948
casada,7690,6692,706,292,3160,186041.4,522.938011995638
casamorati,293,290,2,1,184,283.15,283.118758858101
casato,1,1,0,0,1,0.0,42.47
caseconforte,55,55,0,0,50,0.0,18.712916666666665
casela,32,28,0,4,16,143.32,35.83
casio,1104690,1068745,24674,11271,287118,1022058.07,131.1568183116841
caso,23,23,0,0,21,0.0,547.10375
casper,16691,16368,203,120,8085,13353.08,115.7653885828259
casta,117,117,0,0,76,0.0,36.39043162393162
castelgarden,23,23,0,0,20,0.0,233.8436842105263
castorland,4224,4117,80,27,2558,135.7,5.419010683023212
castrol,9996,9785,148,63,5258,1858.71,28.283480103685744
cata,1840,1828,9,3,1057,2052.98,291.11000328640694
catimini,1318,1303,11,4,927,304.78000000000003,89.25614964280436
catrice,317,313,4,0,219,0.0,7.352413603691906
catunltd,3244,3224,12,8,2579,551.38,69.76080192610075
cavaletto,8986,8886,80,20,5486,4066.02,164.11628317552663
cavanova,1137,1133,3,1,842,505.92,1168.8160859397362
cayee,636,624,8,4,463,58.59,12.718577969426407
cayin,1615,1580,29,6,892,1088.44,215.11455771658174
ccm,44589,43220,1029,340,18181,44256.43,161.538315265933
cd,477,401,63,13,246,98.67,7.109243297516289
ceinio,594,583,10,1,392,6.44,6.388357142857143
celebrat,31,31,0,0,22,0.0,7.700000000000001
celestron,15827,15619,154,54,7254,11966.61,261.2384724315798
celine,669,661,3,5,459,4222.24,713.1577896910642
cellarprivate,64,64,0,0,54,0.0,1184.647015503876
cellio,5640,5481,124,35,3872,1125.95,31.0367876176747
cellucor,980,958,15,7,471,259.09000000000003,38.38546156777833
cempioneria,512,503,8,1,389,21.88,21.88
cenmax,28968,27900,769,299,14798,20921.85,69.79833992395469
centara,3116,3007,96,13,2034,679.81,48.957915454455595
centec,365,358,6,1,221,37.04,65.67847280820041
centek,33734,31331,1857,546,17740,24282.37,40.270358365074614
centrkom,7,7,0,0,5,0.0,30.915999999999997
centrpoligraf,281,250,26,5,160,19.8,7.765458699549609
centrpravilnogosna,8379,8213,129,37,4688,11861.3,322.61832827045436
centrsportivnogopitania,13,13,0,0,11,0.0,7.72
centurion,29304,28269,719,316,13377,27706.18,91.80532722420037
cepeckaamf,85,84,1,0,69,0.0,48.88
ceresit,21,21,0,0,15,0.0,6.6
ceriotti,101,99,1,1,73,67.25,70.97376984126984
cerruti,267,260,4,3,156,116.68,43.66546617161717
cersanit,26194,25431,581,182,11504,18450.02,106.74968829644965
certina,19099,18932,126,41,7084,18195.57,564.3748013654103
cettua,1135,1067,43,25,756,80.53,2.936160546049276
cezaris,3393,3350,36,7,1847,1059.84,159.8324858135587
chairman,5825,5719,84,22,2910,3842.1099999999997,228.03514391630407
chameleon,7389,7254,83,52,3797,2580.02,61.33841286167659
champion,525,511,12,2,303,335.53,177.44706674649765
chanel,132691,126889,4143,1659,58626,239172.87,165.93872730059115
changerobot,539,534,2,3,382,123.47999999999999,38.53695161290322
changhong,57047,54626,1732,689,27572,164171.02,238.0640850429587
chaod,124,121,1,2,73,890.62,472.06842105263155
char-broil,1926,1898,22,6,1102,2102.71,459.2437931348412
chariots,351,333,14,4,188,134.19,28.651159424141472
chayka,60653,56576,2942,1135,25842,110690.63,102.97336870768308
checkin,135,133,2,0,77,0.0,95.96405114330115
chenri,153,150,2,1,92,7.18,5.660833333333333
chic,80,80,0,0,54,0.0,196.3932738095238
chicco,176965,172459,3386,1120,86049,119868.89,106.59753882323336
chieftec,4493,4366,95,32,1712,2467.44,80.07985100593618
chigo,3184,3074,75,35,1368,13331.08,553.4179110716989
childhome,1398,1393,4,1,1101,462.05,200.95229008371209
chilok,260,258,0,2,171,91.06,45.03623284848485
chilokbo,435,410,19,6,268,162.18,27.030000000000005
ching-ching,1908,1828,51,29,1006,3226.61,121.66211307970404
chingching,281,278,3,0,213,0.0,198.23180555555555
chloe,15492,14753,545,194,6480,12588.48,85.0327775496125
chomik,9,9,0,0,8,0.0,2.9466666666666668
chopard,2955,2930,22,3,1857,1680.6100000000001,626.8740081189293
christina,6787,6619,116,52,2045,1436.3,32.677751671095116
chub,8520,8417,80,23,6997,888.03,38.61
chuckfriends,10,10,0,0,10,0.0,19.5
chuggington,452,443,7,2,339,16.759999999999998,14.671403427658943
ciaobimbi,216,208,5,3,145,154.44,50.94542872991612
cifyurm,8458,8207,199,52,5866,1453.4499999999998,26.552950048940403
cilek,3,3,0,0,2,0.0,510.93
cinemood,1319,1313,4,2,729,756.75,414.6342070275403
circle,531,527,3,1,369,100.39,252.0129868600862
citilux,711,697,11,3,444,103.47,51.435104933647885
citizen,11634,11488,95,51,5755,7816.08,305.1992807111235
citycolor,53,53,0,0,49,0.0,10.037804878048782
cityrover,370,364,2,4,191,977.12,238.25511363636363
cityup,3096,3025,50,21,1687,1167.24,56.18020439832048
clanfrancoferre,22,22,0,0,16,0.0,23.66090909090909
clarion,5287,5267,12,8,3759,652.48,78.7638454885578
classen,1983,1959,24,0,1093,0.0,30.938173243083455
clasy,35,35,0,0,31,0.0,75.94
clatronic,33115,32694,321,100,18621,5110.14,68.65762408670793
claudebernard,2657,2602,38,17,1215,4555.34,246.2867659184944
claudedozorme,804,804,0,0,591,0.0,375.4171514181143
clevan,27,27,0,0,17,0.0,242.97117647058826
clever,2462,2347,97,18,1590,69.67999999999999,6.235850266772767
